0 105
105 115
115 1125
1125 1188
1188 2139
2139 2642
2642 3687
3687 4408
4408 5248
5248 5612
5612 6507
6507 6573
6573 6915
6915 7470
7470 8009
8009 9164
9164 9222
9222 10143
10143 11441
11441 11496
11496 11964
11964 12545
12545 13614
13614 14464
14464 14896
14896 15004
15004 16004
16004 17046
17046 17571
17571 18252
18252 19172
19172 19271
19271 19709
19709 20485
20485 21087
21087 21794
21794 22535
22535 22645
22645 23716
23716 24354
24354 25076
25076 25111
25111 25323
25323 26145
26145 26648
26648 26748
26748 26760
26760 27713
27713 27725
27725 28181
