0 72
83 1361
1361 1375
1375 4414
4414 5916
5916 8100
8100 8757
8757 10183
10183 10983
10983 11027
11027 13095
13095 13344
13344 13376
13376 15259
15259 16377
16377 16414
16414 17467
17467 19136
19136 20289
20289 20313
20313 20967
20967 22046
22046 22072
22072 22967
22967 24146
24146 24171
24171 25381
25381 26148
26148 26175
26175 27214
27214 27251
27251 28338
28338 29178
29178 29756
29756 29788
29788 30984
30984 31021
31021 32069
32069 33086
33086 33125
33125 35943
35943 35967
35967 36233
36233 37487
37487 38353
38353 39422
39422 40106
40106 40118
40118 41305
41305 41327
41327 41425
41425 41457
41457 41631
41631 41641
41641 42378
42378 42388
42388 42944
42944 42954
42954 43912
