0 98
109 2056
2056 2070
2070 3278
3278 4751
4751 6514
6514 7568
7568 9068
9068 9119
9119 10230
10230 11105
11105 12844
12844 13369
13369 13378
13378 13392
13392 13999
13999 14047
14047 14726
14726 16272
16272 16721
16721 16775
16775 17206
17206 17951
17951 17980
17980 18770
18770 18791
18791 19355
19355 19527
19527 21027
21027 22249
22249 22280
22280 22301
22301 23523
23523 23568
23568 24485
24485 24506
24506 25183
25183 25214
25214 25606
25606 25639
25639 26050
26050 26102
26102 27102
27102 27120
27120 27194
27194 27203
27203 27240
27240 27816
27816 28958
28958 29899
29899 30506
30506 30543
30543 31578
31578 32213
32213 32273
32273 33271
33271 33348
33348 34291
34291 34368
34368 35594
35594 35675
35675 36185
36185 36234
36234 37059
37059 37136
37136 37887
37887 37942
37942 38982
38982 39065
39065 39828
39828 39857
39857 41055
41055 41082
41082 41093
41093 42075
42075 42086
42086 43143
43143 43154
43154 44744
44744 44755
44755 45137
