0 68
79 514
514 1058
1058 1452
1452 1466
1466 2489
2489 3968
3968 4774
4774 6368
6368 6413
6413 8141
8141 8908
8908 8988
8988 9188
9188 10014
10014 10032
10032 11674
11674 12218
12218 12266
12266 12979
12979 13879
13879 14177
14177 14237
14237 14869
14869 15493
15493 16083
16083 16127
16127 16716
16716 17903
17903 17940
17940 18416
18416 19807
19807 19848
19848 21127
21127 21175
21175 21716
21716 22181
22181 22198
22198 22655
22655 23122
23122 23643
23643 24122
24122 24760
24760 24854
24854 24866
24866 25727
25727 26296
26296 26902
26902 26912
26912 27554
