0 132
143 1625
1625 2833
2833 4073
4073 4689
4689 6356
6356 6365
6365 6423
6423 7413
7413 9080
9080 10237
10237 11028
11028 11516
11516 12180
12180 12797
12797 12869
12869 13832
13832 14329
14329 15747
15747 15815
15815 16891
16891 18580
18580 19322
19322 20308
20308 20366
20366 21465
21465 22776
22776 22822
22822 24477
24477 25294
25294 26402
26402 26993
26993 28711
28711 28778
28778 29226
29226 30506
30506 31359
31359 33065
33065 33077
33077 34209
34209 35020
35020 35774
35774 35783
35783 35798
35798 36401
36401 36484
36484 36539
36539 37625
37625 37687
37687 38587
38587 38609
38609 39478
39478 39792
39792 39818
39818 40475
40475 41012
41012 41074
41074 42173
42173 42184
42184 43160
43160 43171
43171 44726
44726 44737
44737 46873
46873 46884
46884 47504
